season,home,away,matchday,date,game_id,league_id,source,goals_home,goals_away,played
2025,SpVgg Greuther Fürth,SV 07 Elversberg,26,2026-03-13 17:30:00+00:00,747254.0,ger.2,real,2.0,0.0,True
2025,Arminia Bielefeld,SC Paderborn 07,26,2026-03-14 12:00:00+00:00,747250.0,ger.2,real,2.0,2.0,True
2025,Holstein Kiel,1. FC Nürnberg,26,2026-03-14 12:00:00+00:00,747256.0,ger.2,real,2.0,3.0,True
2025,TSV Eintracht Braunschweig,Fortuna Düsseldorf,26,2026-03-14 12:00:00+00:00,747249.0,ger.2,real,1.0,0.0,True
2025,Hertha Berlin,VfL Bochum,26,2026-03-14 19:30:00+00:00,747257.0,ger.2,real,1.0,1.0,True
2025,Dynamo Dresden,Preußen Münster,26,2026-03-15 12:30:00+00:00,747255.0,ger.2,real,6.0,0.0,True
2025,Kaiserslautern,Karlsruher SC,26,2026-03-15 12:30:00+00:00,747252.0,ger.2,real,3.0,0.0,True
2025,Schalke 04,Hannover 96,26,2026-03-15 12:30:00+00:00,747253.0,ger.2,real,2.0,2.0,True
2025,Hannover 96,TSV Eintracht Braunschweig,27,2026-03-20 17:30:00+00:00,747260.0,ger.2,real,1.0,0.0,True
2025,Karlsruher SC,SpVgg Greuther Fürth,27,2026-03-20 17:30:00+00:00,747261.0,ger.2,real,3.0,1.0,True
2025,1. FC Nürnberg,Kaiserslautern,27,2026-03-21 12:00:00+00:00,747258.0,ger.2,real,3.0,0.0,True
2025,SC Paderborn 07,Dynamo Dresden,27,2026-03-21 12:00:00+00:00,747265.0,ger.2,real,2.0,1.0,True
2025,SV 07 Elversberg,Arminia Bielefeld,27,2026-03-21 12:00:00+00:00,747263.0,ger.2,real,3.0,1.0,True
2025,SV Darmstadt 98,Schalke 04,27,2026-03-21 19:30:00+00:00,747262.0,ger.2,real,1.0,1.0,True
2025,Fortuna Düsseldorf,Hertha Berlin,27,2026-03-22 12:30:00+00:00,747259.0,ger.2,real,2.0,5.0,True
2025,Preußen Münster,1. FC Magdeburg,27,2026-03-22 12:30:00+00:00,747264.0,ger.2,real,1.0,3.0,True
2025,VfL Bochum,Holstein Kiel,27,2026-03-22 12:30:00+00:00,747266.0,ger.2,real,2.0,3.0,True
2025,1. FC Magdeburg,VfL Bochum,28,2026-04-04 11:00:00+00:00,747268.0,ger.2,real,4.0,1.0,True
2025,Arminia Bielefeld,SV Darmstadt 98,28,2026-04-04 11:00:00+00:00,747269.0,ger.2,real,2.0,1.0,True
2025,Kaiserslautern,Fortuna Düsseldorf,28,2026-04-04 11:00:00+00:00,747267.0,ger.2,real,3.0,0.0,True
2025,Dynamo Dresden,Hertha Berlin,28,2026-04-04 18:30:00+00:00,747274.0,ger.2,real,0.0,1.0,True
2025,Hannover 96,SV 07 Elversberg,28,2026-04-05 11:30:00+00:00,747272.0,ger.2,real,1.0,1.0,True
2025,Holstein Kiel,Preußen Münster,28,2026-04-05 11:30:00+00:00,747273.0,ger.2,real,0.0,0.0,True
2025,Schalke 04,Karlsruher SC,28,2026-04-05 11:30:00+00:00,747275.0,ger.2,real,1.0,0.0,True
2025,SpVgg Greuther Fürth,SC Paderborn 07,28,2026-04-05 11:30:00+00:00,747270.0,ger.2,real,0.0,2.0,True
2025,TSV Eintracht Braunschweig,1. FC Nürnberg,28,2026-04-05 11:30:00+00:00,747271.0,ger.2,real,1.0,1.0,True
2025,Fortuna Düsseldorf,Holstein Kiel,29,2026-04-10 16:30:00+00:00,747277.0,ger.2,real,1.0,2.0,True
2025,Karlsruher SC,Arminia Bielefeld,29,2026-04-10 16:30:00+00:00,747279.0,ger.2,real,4.0,1.0,True
2025,1. FC Nürnberg,Dynamo Dresden,29,2026-04-11 11:00:00+00:00,747276.0,ger.2,real,0.0,2.0,True
2025,Hertha Berlin,Kaiserslautern,29,2026-04-11 11:00:00+00:00,747278.0,ger.2,real,0.0,1.0,True
2025,Preußen Münster,SpVgg Greuther Fürth,29,2026-04-11 11:00:00+00:00,747281.0,ger.2,real,0.0,0.0,True
2025,SV Darmstadt 98,Hannover 96,29,2026-04-11 18:30:00+00:00,747283.0,ger.2,real,0.0,2.0,True
2025,SC Paderborn 07,1. FC Magdeburg,29,2026-04-12 11:30:00+00:00,747280.0,ger.2,real,4.0,3.0,True
2025,SV 07 Elversberg,Schalke 04,29,2026-04-12 11:30:00+00:00,747282.0,ger.2,real,1.0,2.0,True
2025,VfL Bochum,TSV Eintracht Braunschweig,29,2026-04-12 11:30:00+00:00,747284.0,ger.2,real,4.0,1.0,True
2025,Holstein Kiel,Kaiserslautern,30,2026-04-17 16:30:00+00:00,747290.0,ger.2,real,3.0,0.0,True
2025,SV 07 Elversberg,Karlsruher SC,30,2026-04-17 16:30:00+00:00,747292.0,ger.2,real,3.0,0.0,True
2025,1. FC Magdeburg,Fortuna Düsseldorf,30,2026-04-18 11:00:00+00:00,747285.0,ger.2,real,2.0,0.0,True
2025,Arminia Bielefeld,1. FC Nürnberg,30,2026-04-18 11:00:00+00:00,747286.0,ger.2,real,1.0,1.0,True
2025,Dynamo Dresden,VfL Bochum,30,2026-04-18 11:00:00+00:00,747291.0,ger.2,real,2.0,0.0,True
2025,Hannover 96,SC Paderborn 07,30,2026-04-18 18:30:00+00:00,747289.0,ger.2,real,1.0,1.0,True
2025,Schalke 04,Preußen Münster,30,2026-04-19 11:30:00+00:00,747288.0,ger.2,real,4.0,1.0,True
2025,SpVgg Greuther Fürth,SV Darmstadt 98,30,2026-04-19 11:30:00+00:00,747293.0,ger.2,real,3.0,2.0,True
2025,TSV Eintracht Braunschweig,Hertha Berlin,30,2026-04-19 11:30:00+00:00,747287.0,ger.2,real,1.0,1.0,True
2025,Hertha Berlin,Holstein Kiel,31,2026-04-25 11:00:00+00:00,747297.0,ger.2,real,,,False
2025,Karlsruher SC,Hannover 96,31,2026-04-25 11:00:00+00:00,747298.0,ger.2,real,,,False
2025,Preußen Münster,Arminia Bielefeld,31,2026-04-25 11:00:00+00:00,747300.0,ger.2,real,,,False
2025,1. FC Nürnberg,1. FC Magdeburg,31,2026-04-25 18:00:00+00:00,747295.0,ger.2,real,,,False
2025,Fortuna Düsseldorf,Dynamo Dresden,31,2026-04-25 18:00:00+00:00,747296.0,ger.2,real,,,False
2025,Kaiserslautern,TSV Eintracht Braunschweig,31,2026-04-25 18:00:00+00:00,747294.0,ger.2,real,,,False
2025,SC Paderborn 07,Schalke 04,31,2026-04-25 18:00:00+00:00,747299.0,ger.2,real,,,False
2025,VfL Bochum,SpVgg Greuther Fürth,31,2026-04-25 18:00:00+00:00,747302.0,ger.2,real,,,False
2025,SV Darmstadt 98,SV 07 Elversberg,31,2026-04-25 18:30:00+00:00,747301.0,ger.2,real,,,False
2025,Arminia Bielefeld,VfL Bochum,32,2026-05-02 11:00:00+00:00,747303.0,ger.2,real,,,False
2025,Dynamo Dresden,Kaiserslautern,32,2026-05-02 11:00:00+00:00,747307.0,ger.2,real,,,False
2025,Holstein Kiel,TSV Eintracht Braunschweig,32,2026-05-02 11:00:00+00:00,747309.0,ger.2,real,,,False
2025,1. FC Magdeburg,Hertha Berlin,32,2026-05-02 18:00:00+00:00,747310.0,ger.2,real,,,False
2025,Hannover 96,Preußen Münster,32,2026-05-02 18:00:00+00:00,747311.0,ger.2,real,,,False
2025,Karlsruher SC,SV Darmstadt 98,32,2026-05-02 18:00:00+00:00,747306.0,ger.2,real,,,False
2025,SV 07 Elversberg,SC Paderborn 07,32,2026-05-02 18:00:00+00:00,747308.0,ger.2,real,,,False
2025,SpVgg Greuther Fürth,1. FC Nürnberg,32,2026-05-02 18:00:00+00:00,747305.0,ger.2,real,,,False
2025,Schalke 04,Fortuna Düsseldorf,32,2026-05-02 18:30:00+00:00,747304.0,ger.2,real,,,False
2025,Holstein Kiel,1. FC Magdeburg,33,2026-05-09 11:00:00+00:00,747318.0,ger.2,real,,,False
2025,TSV Eintracht Braunschweig,Dynamo Dresden,33,2026-05-09 11:00:00+00:00,747320.0,ger.2,real,,,False
2025,VfL Bochum,Hannover 96,33,2026-05-09 11:00:00+00:00,747315.0,ger.2,real,,,False
2025,Fortuna Düsseldorf,SV 07 Elversberg,33,2026-05-09 18:00:00+00:00,747313.0,ger.2,real,,,False
2025,Hertha Berlin,SpVgg Greuther Fürth,33,2026-05-09 18:00:00+00:00,747314.0,ger.2,real,,,False
2025,Kaiserslautern,Arminia Bielefeld,33,2026-05-09 18:00:00+00:00,747319.0,ger.2,real,,,False
2025,Preußen Münster,SV Darmstadt 98,33,2026-05-09 18:00:00+00:00,747316.0,ger.2,real,,,False
2025,SC Paderborn 07,Karlsruher SC,33,2026-05-09 18:00:00+00:00,747317.0,ger.2,real,,,False
2025,1. FC Nürnberg,Schalke 04,33,2026-05-09 18:30:00+00:00,747312.0,ger.2,real,,,False
2025,1. FC Magdeburg,Kaiserslautern,34,2026-05-17 13:30:00+00:00,747325.0,ger.2,real,,,False
2025,Arminia Bielefeld,Hertha Berlin,34,2026-05-17 13:30:00+00:00,747328.0,ger.2,real,,,False
2025,Dynamo Dresden,Holstein Kiel,34,2026-05-17 13:30:00+00:00,747329.0,ger.2,real,,,False
2025,Hannover 96,1. FC Nürnberg,34,2026-05-17 13:30:00+00:00,747322.0,ger.2,real,,,False
2025,Karlsruher SC,VfL Bochum,34,2026-05-17 13:30:00+00:00,747326.0,ger.2,real,,,False
2025,SV 07 Elversberg,Preußen Münster,34,2026-05-17 13:30:00+00:00,747324.0,ger.2,real,,,False
2025,SV Darmstadt 98,SC Paderborn 07,34,2026-05-17 13:30:00+00:00,747327.0,ger.2,real,,,False
2025,Schalke 04,TSV Eintracht Braunschweig,34,2026-05-17 13:30:00+00:00,747321.0,ger.2,real,,,False
2025,SpVgg Greuther Fürth,Fortuna Düsseldorf,34,2026-05-17 13:30:00+00:00,747323.0,ger.2,real,,,False
